Align,Alive,date corrigé,EYE,First Appearance,GSM,Hair,ID,Name,SEX,Today,Universe,DC,Marvel,Number of Records,Time of existence,Total number of appearances
Bad Characters,Living Characters,Jun-1981,,01-06-1981,,Brown Hair,Secret Identity,Tarrax the Tamer (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,40,1
Good Characters,Living Characters,Mar-1981,,01-03-1981,,Black Hair,Public Identity,Theresa Cruz (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,40,1
Bad Characters,Living Characters,Mar-1981,Brown Eyes,01-03-1981,,Brown Hair,Secret Identity,Thibodaux Boudreaux (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,40,1
Bad Characters,Living Characters,Aug-1981,,01-08-1981,,Black Hair,,Thomas Arn (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,40,1
Bad Characters,Living Characters,Mar-1981,,01-03-1981,,No Hair,Secret Identity,Transformer (Earth-616),,02-10-2021,Marvel,,1,1,40,1
Neutral Characters,Living Characters,Jun-1981,,01-06-1981,,White Hair,No Dual Identity,Tybalt (Microverse) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,40,1
Good Characters,Living Characters,Mar-1981,,01-03-1981,,Black Hair,No Dual Identity,Tyrone Owlsley (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,40,1
,Living Characters,Jul-1982,,01-07-1982,,,Secret Identity,Abdul (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Mar-1982,,01-03-1982,,,No Dual Identity,Abner Abernathy (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Oct-1982,,01-10-1982,,Black Hair,No Dual Identity,Adrian Turner (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Aug-1982,,01-08-1982,,,,Ataros (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Good Characters,Living Characters,Apr-1982,Green Eyes,01-04-1982,,,Secret Identity,Benazu (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,May-1982,Brown Eyes,01-05-1982,,Brown Hair,,Brad Wolfe (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Mar-1982,,01-03-1982,,Blond Hair,,Clothilde (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Oct-1982,,01-10-1982,,,,Demiurge (Earth-616),,02-10-2021,Marvel,,1,1,39,1
Good Characters,Living Characters,Mar-1982,Green Eyes,01-03-1982,,Brown Hair,Public Identity,Diane Lamarr (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Nov-1982,,01-11-1982,,,,Donald Planet (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Sep-1982,White Eyes,01-09-1982,,No Hair,Secret Identity,Eblis (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Apr-1982,,01-04-1982,,,,Emil Fontaine (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Jan-1982,Black Eyes,01-01-1982,,No Hair,Secret Identity,Flea-Market Eating Flea (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Jun-1982,,01-06-1982,,No Hair,,Gnit (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Nov-1982,,01-11-1982,,,Secret Identity,Goblin (Kid) (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Nov-1982,Blue Eyes,01-11-1982,,Blond Hair,Public Identity,Hans Stryker (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Bad Characters,Living Characters,Dec-1982,,01-12-1982,,,Public Identity,Henkor (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Neutral Characters,Living Characters,Apr-1982,,01-04-1982,,Black Hair,No Dual Identity,Hoora (Earth-616),Female Characters,02-10-2021,Marvel,,1,1,39,1
,Living Characters,Aug-1982,,01-08-1982,,,,Hotei (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
Good Characters,Living Characters,Aug-1982,,01-08-1982,,No Hair,Public Identity,Hotei Osho (Earth-616),Male Characters,02-10-2021,Marvel,,1,1,39,1
